SIF_STR;NAZIV;NASLOV;KRAJ;POSTA;SKUP1;X;Y
2566;MERCATOR KOSEZE - arhiva;PODUTIäKA 30;1000 LJUBLJANA;1000;1000 PODUTIäKA CESTA 30;14.47377312;46.06987904
2569;MINISTRSTVO ZA VISOKO äOLSTVO;TRéAäKA 21;1000 LJUBLJANA;1000;1000 TRéAäKA CESTA 21;14.49131820;46.04552955
2571;PETROL POSLOVNA STAVBA;DUNAJSKA CESTA 50;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 50;14.50929141;46.06461989
2572;SI MOBIL, d.d. -   kovinski zabojni;äMARTINSKA 134b;1000 LJUBLJANA;1000;1000 äMARTINSKA CESTA 134B;14.54072795;46.06763826
2573;CANKARJEV DOM;PREäERNOVA 10;1000 LJUBLJANA;1000;1000 PREäERNOVA CESTA 10;14.49883654;46.05004348
2574;*OKROéNO SODIä»E - ostalo*- ne u;SLOVENSKA CESTA 41;1000 LJUBLJANA;1000;1000 SLOVENSKA CESTA 41;14.50398357;46.05395284
2575;NOVA LJUBLJANSKA BANKA;äMARTINSKA 132;1000 LJUBLJANA;1000;1000 äMARTINSKA CESTA 132;14.53944216;46.06837092
2577;EMBAGRAF d.o.o.;KAJUHOVA ULICA 29;1000 LJUBLJANA;1000;1000 KAJUHOVA ULICA 29;14.53660312;46.06468845
2579;SLOVENSKA TISKOVNA AGENCIJA;CANKARJEVA ULICA 5;1000 LJUBLJANA;1000;1000 CANKARJEVA CESTA 5;14.50248456;46.05249773
2580;AD CONSULTING;PLETERäNIKOVA 34;1000 LJUBLJANA;1000;1000 PLETERäNIKOVA ULICA 34;14.50595198;46.06367880
2581;MINISTRSTVO ZA OKOLJE IN PROSTOR;DUNAJSKA CESTA 48;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 48;14.50906352;46.06407906
2582;SREDNJA äOLA TISKA IN PAPIRJA;POKOPALIäKA 33;1000 LJUBLJANA-dosta;1000;1000 POKOPALIäKA ULICA 33;14.53240208;46.06163021
2586;BTC - MASS HALA 7;äMARTINSKA 152;1000 LJUBLJANA;1000;1000 äMARTINSKA CESTA 152;14.54196589;46.06800312
2588;NOVA LJUBLJANSKA BANKA 5m;äMARTINSKA 132;1000 LJUBLJANA;1000;1000 äMARTINSKA CESTA 132;14.53944216;46.06837092
2592;IZOBRAéEVALNO SREDIä»E;MIKLOäI»EVA 26;1000 LJUBLJANA;1000;1000 MIKLOäI»EVA CESTA 26;14.50785966;46.05551713
2593;EPPS;STEGNE 13A;1000 LJUBLJANA;1000;1000 STEGNE 13A;14.48361611;46.08458990
2600;LA-MIL;LJUBLJANSKA 67;1330 KO»EVJE;1330;1330 LJUBLJANSKA 67;14.85425066;45.64717847
2607;INTEREUROPA d.d.;äMARTINSKA 134b;1000 LJUBLJANA;1000;1000 äMARTINSKA CESTA 134B;14.54072795;46.06763826
2612;EKO LINE TRADE;äKOFJA VAS 40;3211 äKOFJA VAS;3211;3211 äKOFJA VAS 40;15.29055606;46.26790525
2616;TISK BORIS JERETINA, s.p.;PERKOVA ULICA 8;1230 DOMéALE;1230;1230 PERKOVA ULICA 8;14.59322620;46.15018207
2622;SAJEVIC;OB DOL. éELEZNICI 58;1000 LJUBLJANA-dosta;1000;1000 OB DOLENJSKI éELEZNICI 58;14.52385315;46.03357630
2629;TISKARNA POVäE;POVäETOVA 36a;1000 LJUBLJANA-dosta;1000;1000 POVäETOVA ULICA 36A;14.52813034;46.05020369
2633;TORA;OPEKARNIäKA 16;1235 RADOMLJE;1235;1235 OPEKARNIäKA 16;14.61918699;46.17971983
2652;NOVA KUVERTA;SLOVEN»EVA 17;1000 LJUBLJANA-dosta;1000;1000 SLOVEN»EVA ULICA 17;14.50583874;46.07932520
2665;Oä äMARTNO POD äMARNO GORO;CESTA V GAMELJNE 7;1000 LJUBLJANA;1000;1000 CESTA V GAMELJNE 7;14.47863567;46.12475958
2669;HORVAT KNJIGOVEäTVO d.o.o.;POT NA LABAR 31;1000 LJUBLJANA;1000;1000 POT NA LABAR 31;14.62121952;46.06412604
2670;EMONA OBALA KOPER;VEROVäKOVA 72;1000 LJUBLJANA;1000;1000 VEROVäKOVA ULICA 72;14.50382930;46.08282560
2672;SLOVENSKA INVESTICIJSKA BANKA;»OPOVA ULICA 38;1000 LJUBLJANA;1000;1000 »OPOVA ULICA 38;14.50436105;46.05219993
2673;FRANCOSKI KULTURNI CENTER;BREG 12;1000 LJUBLJANA;1000;1000 BREG 12;14.50508057;46.04685842
2674;TRGOVSKI POTROäNIäKI CENTER;DUNAJSKA CESTA 129;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 129;14.51188889;46.07793847
2675;FAKULTETA ZA PODIPLOM. äTUDIJ;BREG 12;1000 LJUBLJANA;1000;1000 BREG 12;14.50508057;46.04685842
2677;JATA - DUPLICA;KORENOVA CESTA 2;1240 KAMNIK;1240;1240 KORENOVA CESTA 2;14.58608381;46.19997552
2687;KPMG SLOVENIJA d.o.o.;éELEZNA CESTA 8a;1000 LJUBLJANA;1000;1000 éELEZNA CESTA 8A;14.51371617;46.06119263
2689;EMPOR HLADILNI SISTEMI d.o.o.;LESKOäKOVA 9a;1000 LJUBLJANA;1000;1000 LESKOäKOVA CESTA 9A;14.55834264;46.06328056
2693;HOTEL LEV INTERNA - roll voziéçek;VOäNJAKOVA ULICA 1;1000 LJUBLJANA;1000;1000 VOäNJAKOVA ULICA 1;14.50243896;46.05615058
2694;TELEKOM SLOVENIJE, d.d.;VILHARJEVA CESTA 23;1000 LJUBLJANA;1000;1000 VILHARJEVA CESTA 23;14.51438349;46.06025970
2695;DHL EXPRES d.o.o.;äPRUHA 19;1236 TRZIN;1236;1236 äPRUHA 19;14.54634941;46.11851504
2697;NOVA LJUBLJANSKA BANKA;TRG REPUBLIKE 2;1000 LJUBLJANA;1000;1000 TRG REPUBLIKE 2;14.50046470;46.05005058
2700;NOVA LJUBLJANSKA BANKA IT;äMARTINSKA 132;1000 LJUBLJANA;1000;1000 äMARTINSKA CESTA 132;14.53944216;46.06837092
2702;OKROéNO SODIä»E - slopak;TAV»ARJEVA 9;1000 LJUBLJANA;1000;1000 TAV»ARJEVA ULICA 9;14.50676693;46.05486461
2705;LB PROPRIA;TRG REPUBLIKE 3;1000 LJUBLJANA;1000;1000 TRG REPUBLIKE 3;14.49970085;46.05020921
2706;LJUBLJANSKA BORZA d.d.;SLOVENSKA CESTA 56;1000 LJUBLJANA;1000;1000 SLOVENSKA CESTA 56;14.50607002;46.05621126
2707;TOBA»NA LJUBLJANA;TOBA»NA 5;1000 LJUBLJANA-dosta;1000;1000 TOBA»NA ULICA 5;14.49402976;46.04858275
2708;MLADINSKA KNJIGA ZALOéBA;SLOVENSKA CESTA 29;1000 LJUBLJANA;1000;1000 SLOVENSKA CESTA 29;14.50284127;46.05162650
2716;IZOBRAéEVALNI CENTER DOMéALE;CESTA TALCEV 19;1230 DOMéALE;1230;1230 CESTA TALCEV 19;14.73716970;45.95564014
2717;DELO BOKS;DUNAJSKA CESTA 5;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 5;14.50613244;46.05936970
2718;GIMNAZIJA äIäKA;ALJAéEVA ULICA 32;1000 LJUBLJANA;1000;1000 ALJAéEVA ULICA 32;14.49599718;46.06960993
2722;PROSOFT CONSULTING, d.o.o.;SLOMäKOVA 11;1000 LJUBLJANA;1000;1000 SLOMäKOVA ULICA 11;14.51179895;46.05579489
2723;LESPATEX;TRéAäKA 132;1000 LJUBLJANA;1000;1000 TRéAäKA CESTA 132;14.46815651;46.03810937
2724;UNICOMMERCE, d.o.o.;OBRTNIäKA ULICA 21;1370 LOGATEC;1370;1370 OBRTNIäKA ULICA 21;14.23701027;45.91381276
2731;MIN. ZA GOSPODARSTVO -AGENCIJA;KOTNIKOVA 28;1000 LJUBLJANA-dosta;1000;1000 KOTNIKOVA ULICA 28;14.51426125;46.05649816
2734;KOPIRNICA BARBA;POKOPALIäKA 13;1000 LJUBLJANA;1000;1000 POKOPALIäKA ULICA 13;14.53420057;46.05831739
2735;MIN. ZA DELO. DRUéINO IN S.Z.;KOTNIKOVA 5;1000 LJUBLJANA;1000;1000 KOTNIKOVA ULICA 5;14.51252519;46.05403444
2741;Oä BOéIDARJA JAKCA;NUSDORFERJEVA 10;1000 LJUBLJANA-dosta;1000;1000 NUSDORFERJEVA ULICA 10;14.54682587;46.04901937
2744;TISKARNA TRAJBARI»;TOMA»EVO 19;1000 LJUBLJANA-dosta;1000;1000 TOMA»EVO 19;14.53588170;46.07988253
2765;GOSPODARSKO RAZSTAVIä»E;DUNAJSKA CESTA 18;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 18;14.50819110;46.06187989
2768;DIJAäKI DOM IVAN CANKAR;POLJANSKA 26;1000 LJUBLJANA;1000;1000 POLJANSKA CESTA 26;14.51773803;46.04901778
2769;MINISTRSTVO ZA KULTURO - ARHIV RS;ZVEZDARSKA 1;1000 LJUBLJANA;1000;1000 ZVEZDARSKA ULICA 1;14.50672037;46.04554282
2776;MEDICINSKA FAKULTETA - MIKROBIOLOä;ZALOäKA CESTA 4;1000 LJUBLJANA;1000;1000 ZALOäKA CESTA 4;14.52386858;46.05291238
2778;TETRA PAK d.o.o.;äPRUHA 36;1236 TRZIN;1236;1236 äPRUHA 36;14.54599943;46.11701107
2780;SEDEJ ANDREJ;MIVKA 30;1000 LJUBLJANA-dosta;1000;1000 MIVKA 30;14.50182090;46.04002407
2781;RéENI»NIK PAKO MENGEä;STELETOVA 5;1234 MENGEä;1234;1234 STELETOVA 5;14.57423312;46.17230102
2784;VEGA - W.W.I.;BRN»I»EVA ULICA 49;1000 LJUBLJANA;1000;1231 BRN»I»EVA ULICA 49;14.55797793;46.09452789
2785;ZAVOD ZA GRADBENIäTVO;DIMI»EVA ULICA 12;1000 LJUBLJANA;1000;1000 DIMI»EVA ULICA 12;14.51386920;46.07029889
2789;SET - mre≈æasti zabojniki;BRN»I»EVA ULICA 31;1000 LJUBLJANA;1000;1231 BRN»I»EVA ULICA 31;14.54881002;46.09753340
2792;EMPOR HLADILNI SISTEMI - mre≈æa;LESKOäKOVA 9a;1000 LJUBLJANA;1000;1000 LESKOäKOVA CESTA 9A;14.55834264;46.06328056
2793;INTEREUROPA d.d.;LETALIäKA 35;1000 LJUBLJANA;1000;1000 LETALIäKA CESTA 35;14.57248814;46.06263230
2794;KARTONAéA TREVEN;PETKOVEC 11B;1373 ROVTE;1373;1373 PETKOVEC 11B;14.18094015;45.97141667
2795;LESNINA d.d.;CESTA NA BOKALCE 40;1000 LJUBLJANA;1000;1000 CESTA NA BOKALCE 40;14.44974673;46.05240081
2803;NAMA RAVNE NA KOROäKEM;PREéIHOVA 5;2390 RAVNE NA KOROäK;2390;2390 PREéIHOVA 5;14.96385250;46.54524050
2805;NLB-MESTNA HRANILNICA;»OPOVA ULICA 3;1000 LJUBLJANA;1000;1000 »OPOVA ULICA 3;14.50499833;46.05174380
2809;*SLOVENIJALES TRGOVINA d.o.o.*;PLEMLJEVA 8;1210 LJ-äENTVID;1210;1210 PLEMLJEVA ULICA 8;14.45896449;46.10379412
2820;MINISTRSTVO ZA GOSPODARSTVO;KOTNIKOVA 5;1000 LJUBLJANA-dosta;1000;1000 KOTNIKOVA ULICA 5;14.51252519;46.05403444
2825;DELO;DUNAJSKA CESTA 5;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 5;14.50613244;46.05936970
2828;NOVA KUVERTA;SLOVEN»EVA 17;1000 LJUBLJANA-dosta;1000;1000 SLOVEN»EVA ULICA 17;14.50583874;46.07932520
2830;SET, d.d.;BRN»I»EVA ULICA 31;1000 LJUBLJANA;1000;1231 BRN»I»EVA ULICA 31;14.54881002;46.09753340
2831;SET, d.o.o. - 35m3 - papir;VEVäKA CESTA 52;1000 LJUBLJANA;1000;1260 VEVäKA CESTA 52;14.59187092;46.04925134
2833;PAPIR SERVIS - DVORIä»E;POD JEéAMI 3;1000 LJUBLJANA-dosta;1000;1000 POD JEéAMI 3;14.52898663;46.05743233
2837;PAPIR SERVIS SKLADIä»E;POD JEéAMI 3;1000 LJUBLJANA-dosta;1000;1000 POD JEéAMI 3;14.52898663;46.05743233
2892;MINISTRSTVO ZA KMETIJSTVO, GOZDARST;PARMOVA 33;1000 LJUBLJANA;1000;1000 PARMOVA ULICA 33;14.50409605;46.06162833
2901;NLB-MESTNA HRANILNICA;TAV»ARJEVA 7;1000 LJUBLJANA-dosta;1000;1000 TAV»ARJEVA ULICA 7;14.50581054;46.05486949
2903;MERIT INTERNATIONAL(PAPIR);LETALIäKA 3;1000 LJUBLJANA;1000;1000 LETALIäKA CESTA 3;14.54426586;46.06181290
2904;MERIT INTERNATIONAL(POLIVINIL);LETALIäKA 3;1000 LJUBLJANA;1000;1000 LETALIäKA CESTA 3;14.54426586;46.06181290
2906;KMETIJSKO GOZDARSKA ZBORNICA;CELOVäKA CESTA 135;1000 LJUBLJANA;1000;1000 CELOVäKA CESTA 135;14.48829533;46.07072753
2909;MINISTRSTVO ZA FINANCE - UPRAVA ZA;DUNAJSKA CESTA 48;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 48;14.50906352;46.06407906
2911;SINDIKAT VZGOJE - SVIZ;DALMATINOVA ULICA 4;1000 LJUBLJANA;1000;1000 DALMATINOVA ULICA 4;14.50623311;46.05385457
2915;REGIONALNI CENTER ZA OKOLJE;SLOVENSKA CESTA 5;1000 LJUBLJANA;1000;1000 SLOVENSKA CESTA 5;14.50110780;46.04750704
2918;JAVNA RAZSVETLJAVA;LITIJSKA CESTA 263;1000 LJUBLJANA;1000;1000 LITIJSKA CESTA 263;14.59340944;46.04206766
2920;ADACTA;LESKOäKOVA 9/A;1000 LJUBLJANA;1000;1000 LESKOäKOVA CESTA 9A;14.55834264;46.06328056
2921;MFB CONSULTING, d.o.o.;DUNAJSKA CESTA 156;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 156;14.51370049;46.08219304
2937;Oä NOTRANJE GORICE;PODPEäKA CESTA 390;1357 NOTRANJE GORICE;1357;1357 PODPEäKA CESTA 390;14.40115966;45.98728378
2938;INTEREUROPA d.d.;LETALIäKA 35;1000 LJUBLJANA;1000;1000 LETALIäKA CESTA 35;14.57248814;46.06263230
2947;TABOR VZDRéEVANJE IN UPRAVLJANJE,;SLOVENSKA CESTA 58;1000 LJUBLJANA;1000;1000 SLOVENSKA CESTA 58;14.50584601;46.05669617
2948;KRALJ FRANC-GIKART PAP.GALANT.;BRINJE 2A;1000 LJUBLJANA;1000;1000 BRINJE 2A;14.59299668;46.08968170
2951;LESNINA MG OPREMA, d.d. - klinika z;ZALOäKA CESTA 2;1000 LJUBLJANA;1000;1000 ZALOäKA CESTA 2;14.52078596;46.05221572
2953;MINISTRSTVO ZA FINANCE;GRADNIKOVE BRIGADE 2;5000 NOVA GORICA;5000;5000 GRADNIKOVE BRIGADE 2;13.64734234;45.95799467
2960;CENTER STAREJäIH MEDVODE;ZBILJSKA CESTA 15;1215 MEDVODE;1215;1215 ZBILJSKA CESTA 15;14.41061773;46.15086496
2963;IMP TELEKOM;VOJKOVA 58;1000 LJUBLJANA;1000;1000 VOJKOVA CESTA 58;14.51797554;46.06932648
2965;LEK, d.d. - 9m3 - plastika;VEROVäKOVA 57;1000 LJUBLJANA;1000;1000 VEROVäKOVA ULICA 57;14.49972066;46.07673436
2969;FINANCE REDAKCIJA;DALMATINOVA ULICA 2;1000 LJUBLJANA;1000;1000 DALMATINOVA ULICA 2;14.50508226;46.05393059
2976;MEDIAS INTERNATIONAL d.o.o.;LESKOäKOVA 9d;1000 LJUBLJANA-dosta;1000;1000 LESKOäKOVA CESTA 9D;14.56042402;46.06323456
2978;Oä DANILE KUMAR;GODEéEVA ULICA 11;1000 LJUBLJANA;1000;1000 GODEéEVA ULICA 11;14.51076056;46.08714722
2987;G7 DRUéBA ZA VAROVANJE d.o.o.;äPRUHA 33;1236 TRZIN;1236;1236 äPRUHA 33;14.54710280;46.11656555
2990;MEHANI»NA DELAVNICA;POD JEéAMI 3;1000 LJUBLJANA-dosta;1000;1000 POD JEéAMI 3;14.52898663;46.05743233
2993;FAKULTETA ZA UPRAVO;GOSARJEVA ULICA 5;1000 LJUBLJANA;1000;1000 GOSARJEVA ULICA 5;14.51520341;46.07443445
2994;LB PROPRIA;TRG REPUBLIKE 3;1000 LJUBLJANA;1000;1000 TRG REPUBLIKE 3;14.49970085;46.05020921
2995;CRO VRHNIKA, d.o.o.;POT NA TOJNICE 40;1360 VRHNIKA;1360;1360 POT NA TOJNICE 40;14.31317563;45.97402242
2997;PEKARNA POSTOJNA;KOLODVORSKA 5c;6230 POSTOJNA;6230;6230 KOLODVORSKA 5C;14.21902088;45.77780365
3002;SERPA, d.o.o. - kovine;KOROäKA CESTA 14;2390 RAVNE NA KOROäKEM;2390;2390 KOROäKA CESTA 14;14.94961437;46.54420072
3003;MARKETTRANS, s.p.;DOBJA VAS 121;2390 RAVNE NA KOROäKEM;2390;2390 DOBJA VAS 121;14.94489449;46.54388373
3004;AVTOHIäA ODAR d.o.o.;STEGNE 33;1000 LJUBLJANA;1000;1000 STEGNE 33;14.47963800;46.08825195
3006;CREDITANSTALI SKB LEASING doo;SLOVENSKA CESTA 54;1000 LJUBLJANA;1000;1000 SLOVENSKA CESTA 54;14.50556649;46.05615510
3007;URAD d.o.o.;PODGORA 30A;2394 KOTLJE;2394;2394 PODGORA 30A;14.97301879;46.51784735
3008;VAUKAN d.o.o.-kovine;PRISOJE 42;2391 PREVALJE;2391;2391 PRISOJE 42;14.91228208;46.54490755
3009;TOVARNA MERIL KOVINE d.d.;PAME»E 153;2380 SLOVENJ GRADEC;2380;2380 PAME»E 153;15.07480949;46.52991622
3010;KOVIS LIVARNA d.o.o. - ostalo;éELEZARSKA CESTA 3;3220 äTORE;3220;3220 éELEZARSKA CESTA 3;15.32115350;46.22029889
3011;LITOSTROJ RAVNE d.o.o.;KOROäKA CESTA 14;2390 RAVNE NA KOROäKEM;2390;2390 KOROäKA CESTA 14;14.94961437;46.54420072
3012;Oä FRANJA GOLOBA;POLJE 4;2391 PREVALJE;2391;2391 POLJE 4;14.92248817;46.54758682
3013;BTC - za PE folijo BIG BANG;äMARTINSKA 152;1000 LJUBLJANA;1000;1000 äMARTINSKA CESTA 152;14.54196589;46.06800312
3014;BTC - CARINSKA CONA - PE folija;LETALIäKA 16;1000 LJUBLJANA;1000;1000 LETALIäKA CESTA 16;14.55757866;46.06182900
3015;KOVINAR-DRUéBA LIVARSTVA - ostalo;KOVAäKA CESTA 12;3205 VITANJE;3205;3205 KOVAäKA CESTA 12;15.29210693;46.37831522
3016;TRANSKOR d.o.o.;KOROäKA CESTA 14;2390 RAVNE NA KOROäKEM;2390;2390 KOROäKA CESTA 14;14.94961437;46.54420072
3018;Oä »RNA NA KOROäKEM;CENTER 142;2393 »RNA NA KOROäKEM;2393;2393 CENTER 142;14.85557868;46.46831404
3019;PODRAVKA d.o.o.;CESTA V GORICE 40;1000 LJUBLJANA;1000;1000 CESTA V GORICE 40;14.46270130;46.03308123
3020;INTER DISKONT, d.o.o. - interseroh;PARTIZANSKA 15;2390 RAVNE NA KOROäKEM;2390;2390 PARTIZANSKA 15;14.96464882;46.54374726
3021;Oä KOROäKI JEKLARJI;JAVORNIK 35;2390 RAVNE NA KOROäKEM;2390;2390 JAVORNIK 35;14.97067295;46.54357792
3022;PREVOZ ZA LASTNE POTREBE;POD JEéAMI 3;1000 LJUBLJANA-dosta;1000;1000 POD JEéAMI 3;14.52898663;46.05743233
3023;PRAVNO INFORMATIVNI CENTER;POVäETOVA 37;1000 LJUBLJANA-dosta;1000;1000 POVäETOVA ULICA 37;14.52917867;46.05153965
3024;CLASS I d.o.o.;VOäNJAKOVA ULICA 9;1000 LJUBLJANA;1000;1000 VOäNJAKOVA ULICA 9;14.50294793;46.05704355
3025;TREIBACHER AUERMET, d.o.o.;KOROäKA CESTA 14;2390 RAVNE NA KOROäKEM;2390;2390 KOROäKA CESTA 14;14.94961437;46.54420072
3026;VRTEC RAVNE NA KOROäKEM;»E»OVJE 12A;2390 RAVNE NA KOROäKEM;2390;2390 »E»OVJE 12A;14.96350276;46.54157867
3028;FINESTO - USLUGE, d.o.o.;CESTA V GORICE 8;1000 LJUBLJANA;1000;1000 CESTA V GORICE 8;14.46498567;46.03196720
3031;ZDRUéENJE BANK SLOVENIJE;KONGRESNI TRG 4;1000 LJUBLJANA-dosta;1000;1000 KONGRESNI TRG 4;14.50494469;46.05051089
3032;KOMUNALNA ZBORNICA;STEGNE 21;1000 LJUBLJANA;1000;1000 STEGNE 21;14.48340367;46.08657742
3036;SKB WTC;DUNAJSKA CESTA 156;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 156;14.51370049;46.08219304
3039;LASTNIKI POSLOVNIH PROSTOROV;TRG OF 12.13 SPL;1000 LJUBLJANA;1000;1000 TRG OSVOBODILNE FRONTE 12;14.50991112;46.05737043
3040;METALKA TRGOVINA, d.o.o. - arhiva;DALMATINOVA ULICA 2;1000 LJUBLJANA;1000;1000 DALMATINOVA ULICA 2;14.50508226;46.05393059
3047;ODVETNICA VIDA GABER;äMARTINSKA 10;1000 LJUBLJANA-dosta;1000;1000 äMARTINSKA CESTA 10;14.51947376;46.05601624
3050;SESTANEK;POD JEéAMI 3;1000 LJUBLJANA-dosta;1000;1000 POD JEéAMI 3;14.52898663;46.05743233
3057;OBRTNO-PODJETNIäKA ZBORNICA SLOVEN;CELOVäKA CESTA 71;1000 LJUBLJANA;1000;1000 CELOVäKA CESTA 71;14.49422670;46.06387064
3060;Oä OSKAR KOVA»I»-SLOPAK-KU;OB DOLENJSKI éEL. 48;1000 LJUBLJANA-dosta;1000;1000 OB DOLENJSKI éELEZNICI 48;14.52232441;46.03408282
3067;URAD ZA ENAKE MOéNOSTI;TRéAäKA 19a;1000 LJUBLJANA-dosta;1000;1000 TRéAäKA CESTA 19A;14.49165308;46.04564800
3070;STUDIO P;KAJAKAäKA CESTA 40;1000 LJUBLJANA;1000;1000 KAJAKAäKA CESTA 40;14.45559107;46.11803031
3071;»EBELARSKO ZDRUéENJE;CANKARJEVA ULICA 3;1000 LJUBLJANA;1000;1000 CANKARJEVA CESTA 3;14.50279542;46.05241809
3076;Oä MENGEä;äOLSKA ULICA 11;1234 MENGEä;1234;1234 äOLSKA ULICA 11;14.56860625;46.16643166
3079;IPROS;CESTA V GORICE 30;1000 LJUBLJANA;1000;1000 CESTA V GORICE 30;14.46283459;46.03131831
3080;ELKOTEX d.o.o.;STEGNE 27;1000 LJUBLJANA;1000;1000 STEGNE 27;14.48183741;46.08813594
3083;INäPEKTORAT RS ZA DELO;PARMOVA 33;1000 LJUBLJANA;1000;1000 PARMOVA ULICA 33;14.50409605;46.06162833
3084;SOLOS d.o.o.;DUNAJSKA CESTA 114;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 114;14.51186112;46.07521207
3085;BREST POHIäTVO d.o.o.;CESTA 4. MAJA 18;1380 CERKNICA;1380;1380 CESTA 4. MAJA 18;14.36564396;45.79371832
3088;Oä BREZOVICA;äOLSKA ULICA 15;1351 BREZOVICA;1351;1351 äOLSKA ULICA 15;14.41205132;46.01687077
3091;MIKROSTAR d.o.o.;CESTA ANDREJA BITENCA 68;1000 LJUBLJANA;1000;1000 CESTA ANDREJA BITENCA 68;14.45799400;46.08793577
3093;SLOVENSKE éELEZNICE - GRADBENO POD;OB ZELENI JAMI 2;1000 LJUBLJANA;1000;1000 OB ZELENI JAMI 2;14.52528863;46.05914464
3095;Oä TOMA BREJCA;äUTNA 39;1241 KAMNIK-dostava;1241;1241 äUTNA 39;14.60668923;46.22145276
3098;DELOITTE d.o.o.;DAV»NA ULICA 1;1000 LJUBLJANA;1000;1000 DAV»NA ULICA 1;14.52682845;46.06500847
3103;URADNI LIST d.o.o.;SLOVENSKA CESTA 9;1000 LJUBLJANA;1000;1000 SLOVENSKA CESTA 9;14.50109140;46.04789387
3107;VRHOVNO SODIä»E;TAV»ARJEVA 9;1000 LJUBLJANA;1000;1000 TAV»ARJEVA ULICA 9;14.50676693;46.05486461
3108;Oä GRADEC;BEVKOVA ULICA 3;1270 LITIJA;1270;1270 BEVKOVA ULICA 3;14.81845956;46.06205994
3113;Oä 8. TALCEV - ≈°olska akcija;NOTRANJSKA CESTA 3;1371 LOGATEC;1371;1371 NOTRANJSKA CESTA 3;14.35357825;45.79707915
3114;Oä MEDVODE;OSTROVRHARJEVA 4;1215 MEDVODE;1215;1215 OSTROVRHARJEVA 4;14.40661045;46.14547277
3115;Oä PRESKA;PREäKA CESTA 22;1215 MEDVODE;1215;1215 PREäKA CESTA 22;14.41041943;46.13300385
3117;JATA EMONA;KAV»I»EVA ULICA 72;1000 LJUBLJANA;1000;1000 KAV»I»EVA ULICA 72;14.53559080;46.06363163
3119;MINISTRSTVO ZA JAVNO UPRAVO;LANGUSOVA 4;1000 LJUBLJANA;1000;1000 LANGUSOVA ULICA 4;14.49210514;46.04566800
3122;IPH CENTER - SLOVENIJALES BIVANJE,;DUNAJSKA CESTA 20;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 20;14.50861467;46.06221462
3125;Oä TABOR LOGATEC;TRéAäKA CESTA 150;1371 LOGATEC;1371;1371 TRéAäKA CESTA 150;14.20212730;45.90933705
3126;FAKTOR BANKA d.d.;TIVOLSKA 48;1000 LJUBLJANA;1000;1000 TIVOLSKA CESTA 48;14.50466203;46.05758183
3129;Oä PODGORA;KUTEéEVO 21;6250 ILIRSKA BISTRICA;6250;6250 KUTEéEVO 21;14.32942316;45.53166201
3132;BIG BANG, d.o.o. (BIVäI BOF);äMARTINSKA 152;1000 LJUBLJANA;1000;1000 äMARTINSKA CESTA 152;14.54196589;46.06800312
3134;INäTITUT JOéEF äTEFAN - PVC;JAMOVA CESTA 39;1000 LJUBLJANA;1000;1000 JAMOVA CESTA 39;14.48785865;46.04235597
3135;»UKGRAF;KOLODVORSKA 5a;6230 POSTOJNA;6230;6230 KOLODVORSKA 5A;14.21799493;45.77668088
3136;SLOVENSKE éELEZNICE - GRADBENO POD;PARMOVA 35;1000 LJUBLJANA;1000;1000 PARMOVA ULICA 35;14.50341497;46.06263312
3144;Oä DOB podru`nica KRTINA;KRTINA 41;1233 DOB;1233;1233 KRTINA 41;14.66063996;46.14940225
3145;REVIJA VIVA - STUDIO MODERNA;POLJANSKA 6;1000 LJUBLJANA;1000;1000 POLJANSKA CESTA 6;14.51214220;46.05055072
3146;JATA EMONA d.d.;KAV»I»EVA ULICA 72;1000 LJUBLJANA;1000;1000 KAV»I»EVA ULICA 72;14.53559080;46.06363163
3150;OKRAJNO SODIä»E;MIKLOäI»EVA 10;1000 LJUBLJANA;1000;1000 MIKLOäI»EVA CESTA 10;14.50687335;46.05306553
3151;SVETINA & LAZAR d.o.o.;BRN»I»EVA ULICA 29;1000 LJUBLJANA;1000;1231 BRN»I»EVA ULICA 29;14.54845672;46.09962845
3154;Oä NOTRANJSKI ODRED;CESTA 4. MAJA 92;1380 CERKNICA;1380;1380 CESTA 4. MAJA 92;14.35685392;45.79635974
